comID,MolecularFormula,MolecularWeight,SMILES,IUPACName
CID87042,C9H11ClSi,182.72,C[Si](C=C)(C1=CC=CC=C1)Cl,chloro-ethenyl-methyl-phenylsilane
CID87094,C9H18O3Si,202.32,CC(=C)C(=O)OCCO[Si](C)(C)C,2-trimethylsilyloxyethyl 2-methylprop-2-enoate
CID87149,C11H7F13O2,418.15,C=CC(=O)OCCC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,"3,3,4,4,5,5,6,6,7,7,8,8,8-tridecafluorooctyl prop-2-enoate"
CID87328,C18H18O6,330.3,C=CCOC(=O)C1=CC(=CC(=C1)C(=O)OCC=C)C(=O)OCC=C,"tris(prop-2-enyl) benzene-1,3,5-tricarboxylate"
CID87329,C6H12O2,116.16,C=COCCCCO,4-ethenoxybutan-1-ol
CID87471,C6H14OSi,130.26,C[Si](C)(C)OCC=C,trimethyl(prop-2-enoxy)silane
CID87565,C25H48O2,380.6,CCCCCCCCCCCCCCCCCCCCCCOC(=O)C=C,docosyl prop-2-enoate
CID87721,C4H3BrF4,206.96,C=CC(C(F)(F)Br)(F)F,"4-bromo-3,3,4,4-tetrafluorobut-1-ene"
CID88054,C6H3F9,246.07,C=CC(C(C(C(F)(F)F)(F)F)(F)F)(F)F,"3,3,4,4,5,5,6,6,6-nonafluorohex-1-ene"
CID88608,C12H22O2,198.3,C1CC(CCC1C2CCC(CC2)O)O,4-(4-hydroxycyclohexyl)cyclohexan-1-ol
CID88769,C4H4Cl2O3,170.98,C(C(=O)Cl)OCC(=O)Cl,2-(2-chloro-2-oxoethoxy)acetyl chloride
CID88798,C13H26O5Si,290.43,CCO[Si](CCCOC(=O)C(=C)C)(OCC)OCC,3-triethoxysilylpropyl 2-methylprop-2-enoate
CID88855,C10H14O5,214.21,CC(=C)C(=O)OCCOC(=O)CC(=O)C,2-(2-methylprop-2-enoyloxy)ethyl 3-oxobutanoate
CID88984,C17H32O2,268.4,CCCCCCCCCCCCCCOC(=O)C=C,tetradecyl prop-2-enoate
CID88990,C10H3F17,446.1,C=CC(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,"3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,10-heptadecafluorodec-1-ene"
CID89221,C20H40O,296.5,CCCCCCCCCCCCCCCCCCC1CO1,2-octadecyloxirane
CID89513,C14H18O6,282.29,C1C=CCC(C1C(=O)OCC2CO2)C(=O)OCC3CO3,"bis(oxiran-2-ylmethyl) cyclohex-4-ene-1,2-dicarboxylate"
CID89735,C8H14O4S2,238.3,C(CS)C(=O)OCCOC(=O)CCS,2-(3-sulfanylpropanoyloxy)ethyl 3-sulfanylpropanoate
CID89744,C17H26N10O4,434.5,C1C2(COC(O1)CCC3=NC(=NC(=N3)N)N)COC(OC2)CCC4=NC(=NC(=N4)N)N,"6-[2-[3-[2-(4,6-diamino-1,3,5-triazin-2-yl)ethyl]-2,4,8,10-tetraoxaspiro[5.5]undecan-9-yl]ethyl]-1,3,5-triazine-2,4-diamine"
CID89867,C16H20N2,240.34,CC1=C(C=CC(=C1)N)CCC2=C(C=C(C=C2)N)C,4-[2-(4-amino-2-methylphenyl)ethyl]-3-methylaniline
CID90035,C8H9NO4,183.16,C1=CC(=C(C=C1CO)[N+](=O)[O-])CO,[4-(hydroxymethyl)-3-nitrophenyl]methanol
CID90038,C12H26O5,250.33,CCC(CO)(CO)COCC(CC)(CO)CO,"2-[2,2-bis(hydroxymethyl)butoxymethyl]-2-ethylpropane-1,3-diol"
CID91384,C8H3F13,346.09,C=CC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,"3,3,4,4,5,5,6,6,7,7,8,8,8-tridecafluorooct-1-ene"
CID91555,C15H30N2,238.41,CC1CC(CCC1N)CC2CCC(C(C2)C)N,4-[(4-amino-3-methylcyclohexyl)methyl]-2-methylcyclohexan-1-amine
CID91593,C25H30N2O4,422.5,C1C(O1)CN(CC2CO2)C3=CC=C(C=C3)CC4=CC=C(C=C4)N(CC5CO5)CC6CO6,"4-[[4-[bis(oxiran-2-ylmethyl)amino]phenyl]methyl]-N,N-bis(oxiran-2-ylmethyl)aniline"
CID92215,C7H14O,114.19,CCCCCC1CO1,2-pentyloxirane
CID92464,C9H18N2,154.25,C1CC2CC1C(C2CN)CN,[3-(aminomethyl)-2-bicyclo[2.2.1]heptanyl]methanamine
CID92886,C6H12O2,116.16,C1CCC(C(C1)O)O,"(1R,2R)-cyclohexane-1,2-diol"
CID92903,C6H12O2,116.16,C1CCC(C(C1)O)O,"(1R,2S)-cyclohexane-1,2-diol"
CID93249,C31H26O4,462.5,C1C(O1)COC2=CC=C(C=C2)C3(C4=CC=CC=C4C5=CC=CC=C53)C6=CC=C(C=C6)OCC7CO7,2-[[4-[9-[4-(oxiran-2-ylmethoxy)phenyl]fluoren-9-yl]phenoxy]methyl]oxirane
CID93552,C10H8O2,160.17,C1=CC2=C(C=CC(=C2)O)C=C1O,"naphthalene-2,6-diol"
CID93675,C13H24O6,276.33,CC(=C)C(=O)OCCOCCOCCOCCOC,2-[2-[2-(2-methoxyethoxy)ethoxy]ethoxy]ethyl 2-methylprop-2-enoate
CID94074,C10H16N2O4,228.24,C=CCNC(=O)C(C(C(=O)NCC=C)O)O,"(2R,3R)-2,3-dihydroxy-N,N'-bis(prop-2-enyl)butanediamide"
CID94232,C8H12O3,156.18,C=CC(=O)OCC1CCCO1,oxolan-2-ylmethyl prop-2-enoate
CID94247,C10H12O2,164.2,C1C(O1)COCC2=CC=CC=C2,2-(phenylmethoxymethyl)oxirane
CID94483,C31H20O8,520.5,CC(C)(C1=CC=C(C=C1)OC2=CC3=C(C=C2)C(=O)OC3=O)C4=CC=C(C=C4)OC5=CC6=C(C=C5)C(=O)OC6=O,"5-[4-[2-[4-[(1,3-dioxo-2-benzofuran-5-yl)oxy]phenyl]propan-2-yl]phenoxy]-2-benzofuran-1,3-dione"
CID94652,C27H20F6N2O2,518.4,C1=CC(=CC=C1C(C2=CC=C(C=C2)OC3=CC=C(C=C3)N)(C(F)(F)F)C(F)(F)F)OC4=CC=C(C=C4)N,"4-[4-[2-[4-(4-aminophenoxy)phenyl]-1,1,1,3,3,3-hexafluoropropan-2-yl]phenoxy]aniline"
CID95071,C16H18O6S,338.4,C1=CC(=CC=C1OCCO)S(=O)(=O)C2=CC=C(C=C2)OCCO,2-[4-[4-(2-hydroxyethoxy)phenyl]sulfonylphenoxy]ethanol
CID95073,C12H8O4,216.19,C1=CC=C2C=C(C(=CC2=C1)C(=O)O)C(=O)O,"naphthalene-2,3-dicarboxylic acid"
CID95116,C6H10O4S2,210.3,C(CSSCCC(=O)O)C(=O)O,3-(2-carboxyethyldisulfanyl)propanoic acid
CID95605,C10H14,134.22,C1CC2CC1C3C2C=CC3,"tricyclo[5.2.1.02,6]dec-3-ene"
CID95688,C9H12O2,152.19,CC(=O)OC1CC2CC1C=C2,2-bicyclo[2.2.1]hept-5-enyl acetate
CID96240,C6H4Cl2O4S2,275.1,C1=CC(=CC(=C1)S(=O)(=O)Cl)S(=O)(=O)Cl,"benzene-1,3-disulfonyl chloride"
CID96529,C12H18,162.27,C=CC1CCC(C(C1)C=C)C=C,"1,2,4-tris(ethenyl)cyclohexane"
CID97723,C9H9NO2,163.17,C1C2C=CC1C3C2C(=O)NC3=O,"4-azatricyclo[5.2.1.02,6]dec-8-ene-3,5-dione"
CID97724,C9H14O2,154.21,C1C2C=CC1C(C2CO)CO,[3-(hydroxymethyl)-2-bicyclo[2.2.1]hept-5-enyl]methanol
CID97875,C15H14O2,226.27,C1C(O1)COC2=CC=CC=C2C3=CC=CC=C3,2-[(2-phenylphenoxy)methyl]oxirane
CID97965,C9H10O4,182.17,C1C2C=CC1C(C2C(=O)O)C(=O)O,"bicyclo[2.2.1]hept-5-ene-2,3-dicarboxylic acid"
CID98323,C5H8O2,100.12,CC1CCOC1=O,3-methyloxolan-2-one
CID98357,C10H12O3,180.2,COC1=CC=CC=C1OCC2CO2,2-[(2-methoxyphenoxy)methyl]oxirane
CID98690,C14H16N2,212.29,C1=CC=C(C(=C1)CCC2=CC=CC=C2N)N,2-[2-(2-aminophenyl)ethyl]aniline
CID98723,C7H11NO2,141.17,C=CC(=O)N1CCOCC1,1-morpholin-4-ylprop-2-en-1-one
CID99835,C9H12O4,184.19,C1CC2CC1C(C2C(=O)O)C(=O)O,"bicyclo[2.2.1]heptane-2,3-dicarboxylic acid"
CID99939,C6H8O2,112.13,CC1CC(=C)C(=O)O1,5-methyl-3-methylideneoxolan-2-one
CID100165,C5H10O2,102.13,C1CC(CC1O)O,"cyclopentane-1,3-diol"
CID100825,C14H19N3O8,357.32,C1C(=O)OC(=O)CN1CCN(CCN2CC(=O)OC(=O)C2)CC(=O)O,"2-[bis[2-(2,6-dioxomorpholin-4-yl)ethyl]amino]acetic acid"
CID101059,C10H5Br5O2,556.7,C=CC(=O)OCC1=C(C(=C(C(=C1Br)Br)Br)Br)Br,"(2,3,4,5,6-pentabromophenyl)methyl prop-2-enoate"
CID101335,C10H10O2,162.18,C=CCOC1=CC=CC=C1C=O,2-prop-2-enoxybenzaldehyde
CID102236,C11H8F12O2,400.16,CC(=C)C(=O)OCC(C(C(C(C(C(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,"2,2,3,3,4,4,5,5,6,6,7,7-dodecafluoroheptyl 2-methylprop-2-enoate"
CID102295,C18H22OSi2,310.5,C[Si](C=C)(C1=CC=CC=C1)O[Si](C)(C=C)C2=CC=CC=C2,ethenyl-(ethenyl-methyl-phenylsilyl)oxy-methyl-phenylsilane
CID102501,C8H12N2O4,200.19,C=CC(=O)NC(C(NC(=O)C=C)O)O,"N-[1,2-dihydroxy-2-(prop-2-enoylamino)ethyl]prop-2-enamide"
CID102662,C8F16O2,432.06,C(=C(F)F)(OC(C(C(F)(F)F)(OC(C(C(F)(F)F)(F)F)(F)F)F)(F)F)F,"1,1,1,2,3,3-hexafluoro-2-(1,1,2,2,3,3,3-heptafluoropropoxy)-3-(1,2,2-trifluoroethenoxy)propane"
CID102679,C12H8O6,248.19,C1=CC2C3C(C1C4C2C(=O)OC4=O)C(=O)OC3=O,"4,10-dioxatetracyclo[5.5.2.02,6.08,12]tetradec-13-ene-3,5,9,11-tetrone"
CID102856,C12H26O5Si,278.42,CCO[Si](CCCOCC1CO1)(OCC)OCC,triethoxy-[3-(oxiran-2-ylmethoxy)propyl]silane
CID104027,C12H22O2,198.3,CC(C)CCCCCCOC(=O)C=C,7-methyloctyl prop-2-enoate
CID104247,C9H7F9O2,318.14,C=CC(=O)OCCC(C(C(C(F)(F)F)(F)F)(F)F)(F)F,"3,3,4,4,5,5,6,6,6-nonafluorohexyl prop-2-enoate"
CID104566,C16H14Br4O6S,654,C1=C(C=C(C(=C1Br)OCCO)Br)S(=O)(=O)C2=CC(=C(C(=C2)Br)OCCO)Br,"2-[2,6-dibromo-4-[3,5-dibromo-4-(2-hydroxyethoxy)phenyl]sulfonylphenoxy]ethanol"
CID104599,C12H15N3O4S,297.33,C1=CC(=CC=C1N)NC2=CC=C(C=C2)N.OS(=O)(=O)O,"4-N-(4-aminophenyl)benzene-1,4-diamine;sulfuric acid"
CID104949,C18H16N2,260.3,C1=CC(=CC=C1C2=CC=C(C=C2)N)C3=CC=C(C=C3)N,4-[4-(4-aminophenyl)phenyl]aniline
CID107205,C8H12O4,172.18,C1CC(CC(C1)C(=O)O)C(=O)O,"cyclohexane-1,3-dicarboxylic acid"
CID107280,C8H4O6,196.11,C12C(C3C1C(=O)OC3=O)C(=O)OC2=O,"4,9-dioxatricyclo[5.3.0.02,6]decane-3,5,8,10-tetrone"
CID107366,C9H12O,136.19,CC(=O)C1CC2CC1C=C2,1-(2-bicyclo[2.2.1]hept-5-enyl)ethanone
CID107983,C6H8O4,144.12,CC1C(=O)OC(C(=O)O1)C,"(3S,6S)-3,6-dimethyl-1,4-dioxane-2,5-dione"
CID108938,C14H18Cl2N2,285.2,CC1=C(C=CC(=C1)C2=CC(=C(C=C2)N)C)N.Cl.Cl,4-(4-amino-3-methylphenyl)-2-methylaniline;dihydrochloride
CID110757,C9H6O6,210.14,C1C2C(C3C1C(=O)OC3=O)C(=O)OC2=O,"4,10-dioxatricyclo[6.3.0.02,6]undecane-3,5,9,11-tetrone"
CID110917,C9H14O2,154.21,C1C2CC(C1C=C2)(CO)CO,[2-(hydroxymethyl)-2-bicyclo[2.2.1]hept-5-enyl]methanol
CID111009,C7H8O3,140.14,C=CCC1CC(=O)OC1=O,"3-prop-2-enyloxolane-2,5-dione"
CID112160,C8F13NO2,389.07,C(#N)C(C(OC(C(OC(=C(F)F)F)(F)F)(C(F)(F)F)F)(F)F)(F)F,"2,2,3,3-tetrafluoro-3-[1,1,1,2,3,3-hexafluoro-3-(1,2,2-trifluoroethenoxy)propan-2-yl]oxypropanenitrile"
CID114470,C7H11ClO3,178.61,CC(=C)C(=O)OCC(CCl)O,(3-chloro-2-hydroxypropyl) 2-methylprop-2-enoate
CID114946,C8H8O,120.15,C1C(O1)C2=CC=CC=C2,(2S)-2-phenyloxirane
CID117451,C28H46O13S6,783.1,C(CS)C(=O)OCC(COCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCS)(COC(=O)CCS)COC(=O)CCS,"[3-(3-sulfanylpropanoyloxy)-2-[[3-(3-sulfanylpropanoyloxy)-2,2-bis(3-sulfanylpropanoyloxymethyl)propoxy]methyl]-2-(3-sulfanylpropanoyloxymethyl)propyl] 3-sulfanylpropanoate"
CID118379,C15H26O6S3,398.6,CCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCS,"2,2-bis(3-sulfanylpropanoyloxymethyl)butyl 3-sulfanylpropanoate"
CID118925,C18H27N3O9S3,525.6,C(CS)C(=O)OCCN1C(=O)N(C(=O)N(C1=O)CCOC(=O)CCS)CCOC(=O)CCS,"2-[2,4,6-trioxo-3,5-bis[2-(3-sulfanylpropanoyloxy)ethyl]-1,3,5-triazinan-1-yl]ethyl 3-sulfanylpropanoate"
CID119747,C13H7F17O2,518.17,C=CC(=O)OCCC(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,"3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,10-heptadecafluorodecyl prop-2-enoate"
CID121657,C24H20N2O4S,432.5,C1=CC(=CC(=C1)OC2=CC=C(C=C2)S(=O)(=O)C3=CC=C(C=C3)OC4=CC=CC(=C4)N)N,3-[4-[4-(3-aminophenoxy)phenyl]sulfonylphenoxy]aniline
CID122469,C10H8N2O2,188.18,C1=CC(=CC=C1N)N2C(=O)C=CC2=O,"1-(4-aminophenyl)pyrrole-2,5-dione"
CID122600,C22H42O2,338.6,CCCCCCCCCCCCCCCCCCOC(=O)C(=C)C,octadecyl 2-methylprop-2-enoate
CID123371,C16H38O5Si4,422.8,CC(=C)C(=O)OCCC[Si](O[Si](C)(C)C)(O[Si](C)(C)C)O[Si](C)(C)C,3-tris(trimethylsilyloxy)silylpropyl 2-methylprop-2-enoate
CID123515,C7H8F4O2,200.13,CC(=C)C(=O)OCC(C(F)F)(F)F,"2,2,3,3-tetrafluoropropyl 2-methylprop-2-enoate"
CID123516,C7H7F5O2,218.12,CC(=C)C(=O)OCC(C(F)(F)F)(F)F,"2,2,3,3,3-pentafluoropropyl 2-methylprop-2-enoate"
CID123834,C4H6O3,102.09,C1COC(=O)OC1,"1,3-dioxan-2-one"
CID128934,C11H22NO6P,295.27,CC(=C)C(=O)OCCOP(=O)([O-])OCC[N+](C)(C)C,2-(2-methylprop-2-enoyloxy)ethyl 2-(trimethylazaniumyl)ethyl phosphate
CID136181,C6H6F8O2,262.1,C(C(C(C(C(CO)(F)F)(F)F)(F)F)(F)F)O,"2,2,3,3,4,4,5,5-octafluorohexane-1,6-diol"
CID136270,C4H6F4O2,162.08,C(C(C(CO)(F)F)(F)F)O,"2,2,3,3-tetrafluorobutane-1,4-diol"
CID136346,C10H14O2,166.22,CC1=C(C(=C(C(=C1O)C)C)O)C,"2,3,5,6-tetramethylbenzene-1,4-diol"
CID136522,C7H13NO,127.18,C=CCN1CCOCC1,4-prop-2-enylmorpholine
CID136649,C8H12,108.18,C1CC2CC1CC=C2,bicyclo[3.2.1]oct-2-ene
CID136749,C10H12O,148.2,CC1=CC=CC=C1OCC=C,1-methyl-2-prop-2-enoxybenzene
CID136844,C12H16,160.25,C1CC2CC1C3C2C4CC3C=C4,"tetracyclo[6.2.1.13,6.02,7]dodec-4-ene"
CID137020,C6H10O3,130.14,CCOC(=O)OCC=C,ethyl prop-2-enyl carbonate
CID141153,C7H16O2,132.2,CC(C)(CC(C)(C)O)O,"2,4-dimethylpentane-2,4-diol"
CID144364,C16H24O12Si8,633,C=C[Si]12O[Si]3(O[Si]4(O[Si](O1)(O[Si]5(O[Si](O2)(O[Si](O3)(O[Si](O4)(O5)C=C)C=C)C=C)C=C)C=C)C=C)C=C,"1,3,5,7,9,11,13,15-octakis(ethenyl)-2,4,6,8,10,12,14,16,17,18,19,20-dodecaoxa-1,3,5,7,9,11,13,15-octasilapentacyclo[9.5.1.13,9.15,15.17,13]icosane"
CID146178,C16H12N2,232.28,C1=CC2=C(C=CC3=C2C4=C1C=CC(=C4C=C3)N)N,"pyrene-1,6-diamine"
CID146486,C13H14N2,198.26,C1=CC(=CC(=C1)N)CC2=CC(=CC=C2)N,3-[(3-aminophenyl)methyl]aniline
CID146674,C13H14N2,198.26,C1=CC(=CC(=C1)N)CC2=CC=C(C=C2)N,3-[(4-aminophenyl)methyl]aniline
CID151204,C9H18O5Si,234.32,CO[Si](CCCOC(=O)C=C)(OC)OC,3-trimethoxysilylpropyl prop-2-enoate
CID155611,C19H26N2,282.4,CCC1=C(C(=CC(=C1)CC2=CC(=C(C(=C2)C)N)CC)C)N,4-[(4-amino-3-ethyl-5-methylphenyl)methyl]-2-ethyl-6-methylaniline
CID160606,C14H9F17O2,532.19,CC(=C)C(=O)OCCC(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,"3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,10-heptadecafluorodecyl 2-methylprop-2-enoate"
CID160824,C8H12N2,136.19,CC1=CC(=C(C=C1N)C)N,"2,5-dimethylbenzene-1,4-diamine"
CID162320,C9H13N7,219.25,CC1=NC=CN1CCC2=NC(=NC(=N2)N)N,"6-[2-(2-methylimidazol-1-yl)ethyl]-1,3,5-triazine-2,4-diamine"
CID162605,C19H33N7,359.5,CCCCCCCCCCCC1=NC=CN1CCC2=NC(=NC(=N2)N)N,"6-[2-(2-undecylimidazol-1-yl)ethyl]-1,3,5-triazine-2,4-diamine"
CID165887,C3H12Cl2N2,147.04,C(CN)CN.Cl.Cl,"propane-1,3-diamine;dihydrochloride"
CID167468,C12H24O2Si,228.4,CC(C)[Si](C(C)C)(C(C)C)OC(=O)C=C,tri(propan-2-yl)silyl prop-2-enoate
CID168725,C2H5O3P,108.03,C=CP(=O)(O)O,ethenylphosphonic acid
CID168964,C8H12N2O2,168.19,C=CC(=O)NCCNC(=O)C=C,N-[2-(prop-2-enoylamino)ethyl]prop-2-enamide
CID169132,C12H18N2O2,222.28,CC1(CC(CC(C1)(C)CN=C=O)N=C=O)C,"5-isocyanato-1-(isocyanatomethyl)-1,3,3-trimethylcyclohexane"
CID169139,C16H12N2,232.28,C1=CC2=C3C(=C(C=C2)N)C=CC4=C(C=CC1=C43)N,"pyrene-1,8-diamine"
CID170073,C9H5F13O,376.11,C1C(O1)CC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,"2-(2,2,3,3,4,4,5,5,6,6,7,7,7-tridecafluoroheptyl)oxirane"
CID170249,C9H9Cl,152.62,C=CC1=CC=CC(=C1)CCl,1-(chloromethyl)-3-ethenylbenzene
CID170286,C18H21N3O9,423.4,C=CC(=O)OCCN1C(=O)N(C(=O)N(C1=O)CCOC(=O)C=C)CCOC(=O)C=C,"2-[2,4,6-trioxo-3,5-bis(2-prop-2-enoyloxyethyl)-1,3,5-triazinan-1-yl]ethyl prop-2-enoate"
CID170750,C9H19ClN2O,206.71,C[N+](C)(C)CCCNC(=O)C=C.[Cl-],trimethyl-[3-(prop-2-enoylamino)propyl]azanium;chloride
CID170752,C9H16O4,188.22,CC(=C)C(=O)OCCOCCOC,2-(2-methoxyethoxy)ethyl 2-methylprop-2-enoate
CID171789,C10H16O4,200.23,CCC1(COCOC1)COC(=O)C=C,"(5-ethyl-1,3-dioxan-5-yl)methyl prop-2-enoate"
CID171970,C11H21NO,183.29,CC(C)(C)CC(C)(C)NC(=O)C=C,"N-(2,4,4-trimethylpentan-2-yl)prop-2-enamide"
CID175191,C20H34O4,338.5,CC(=C)C(=O)OCCCCCCCCCCCCOC(=O)C(=C)C,12-(2-methylprop-2-enoyloxy)dodecyl 2-methylprop-2-enoate
CID175380,C13H12O6,264.23,CC1=CC(CC2C1C(=O)OC2=O)C3CC(=O)OC3=O,"5-(2,5-dioxooxolan-3-yl)-7-methyl-3a,4,5,7a-tetrahydro-2-benzofuran-1,3-dione"
CID175854,C4H8O2,88.11,C(C=CCO)O,"(E)-but-2-ene-1,4-diol"
CID175956,C9H12O6,216.19,C=CC(=O)OCCOC(=O)CCC(=O)O,4-oxo-4-(2-prop-2-enoyloxyethoxy)butanoic acid
CID181508,C7H7NO4,169.13,C=CC(=O)ON1C(=O)CCC1=O,"(2,5-dioxopyrrolidin-1-yl) prop-2-enoate"
CID191989,C12H12N2O4S2,312.4,C1=CC(=O)N(C1=O)CCSSCCN2C(=O)C=CC2=O,"1-[2-[2-(2,5-dioxopyrrol-1-yl)ethyldisulfanyl]ethyl]pyrrole-2,5-dione"
CID193480,C10H5F5O2,252.14,CC(=C)C(=O)OC1=C(C(=C(C(=C1F)F)F)F)F,"(2,3,4,5,6-pentafluorophenyl) 2-methylprop-2-enoate"
CID193628,C5H9NO2,115.13,C=CC(=O)NCCO,N-(2-hydroxyethyl)prop-2-enamide
CID203567,C10H14O3,182.22,C1=CC=C(C=C1)COC(CO)CO,"2-phenylmethoxypropane-1,3-diol"
CID220005,C9H8O4,180.16,C1=CC(=CC=C1CC(=O)O)C(=O)O,4-(carboxymethyl)benzoic acid
CID220082,C14H6Cl2N2O2,305.1,C1=CC(=C(C=C1C2=CC(=C(C=C2)N=C=O)Cl)Cl)N=C=O,2-chloro-4-(3-chloro-4-isocyanatophenyl)-1-isocyanatobenzene
CID221116,C15H10O5,270.24,C1=CC=C(C(=C1)C(=O)C2=CC=C(C=C2)C(=O)O)C(=O)O,2-(4-carboxybenzoyl)benzoic acid
CID221792,C9H9NO,147.17,C=CC(=O)NC1=CC=CC=C1,N-phenylprop-2-enamide
CID224167,C14H10O6S,306.29,C1=CC(=CC=C1C(=O)O)S(=O)(=O)C2=CC=C(C=C2)C(=O)O,4-(4-carboxyphenyl)sulfonylbenzoic acid
CID232446,C18H20O2,268.3,C1CCC(CC1)(C2=CC=C(C=C2)O)C3=CC=C(C=C3)O,4-[1-(4-hydroxyphenyl)cyclohexyl]phenol
CID232881,C25H20O2,352.4,C1=CC=C(C=C1)C(C2=CC=CC=C2)(C3=CC=C(C=C3)O)C4=CC=C(C=C4)O,4-[(4-hydroxyphenyl)-diphenylmethyl]phenol
CID235414,C15H28O2,240.38,C1CCCCCCCOC(=O)CCCCCC1,oxacyclohexadecan-2-one
CID237509,C10H8N2O4,220.18,C1=CC(=O)N(C1=O)CCN2C(=O)C=CC2=O,"1-[2-(2,5-dioxopyrrol-1-yl)ethyl]pyrrole-2,5-dione"
CID239576,C12H12N2O4,248.23,C1=CC(=O)N(C1=O)CCCCN2C(=O)C=CC2=O,"1-[4-(2,5-dioxopyrrol-1-yl)butyl]pyrrole-2,5-dione"
CID246432,C6H4Cl2O4S2,275.1,C1=CC=C(C(=C1)S(=O)(=O)Cl)S(=O)(=O)Cl,"benzene-1,2-disulfonyl chloride"
CID247182,C8H13N,123.2,C1C2CC(C1C=C2)CN,2-bicyclo[2.2.1]hept-5-enylmethanamine
CID250075,C9H12O2,152.19,COC(=O)C1CC2CC1C=C2,methyl bicyclo[2.2.1]hept-5-ene-2-carboxylate
CID256591,C7H12O2,128.17,CC(C)(C)C(=O)OC=C,"ethenyl 2,2-dimethylpropanoate"
CID262070,C10H12O,148.2,CC1=CC=C(C=C1)OCC=C,1-methyl-4-prop-2-enoxybenzene
CID281888,C6H8O2,112.13,C#CCOCC1CO1,2-(prop-2-ynoxymethyl)oxirane
CID297552,C8H2F4O4,238.09,C1(=C(C(=C(C(=C1F)F)F)C(=O)O)F)C(=O)O,"2,4,5,6-tetrafluorobenzene-1,3-dicarboxylic acid"
CID299989,C10H10O4,194.18,CC1=CC(=C(C=C1C(=O)O)C)C(=O)O,"2,5-dimethylterephthalic acid"
CID324200,C9H15NO3,185.22,C=CC(=O)NCCCCCC(=O)O,6-(prop-2-enoylamino)hexanoic acid
CID328870,C6H6F6O,208.1,C=CCC(C(F)(F)F)(C(F)(F)F)O,"1,1,1-trifluoro-2-(trifluoromethyl)pent-4-en-2-ol"
CID345381,C8H5FO4,184.12,C1=CC(=C(C(=C1)F)C(=O)O)C(=O)O,3-fluorophthalic acid
CID373735,C7H16O2S2,196.3,C(CSCCO)CSCCO,2-[3-(2-hydroxyethylsulfanyl)propylsulfanyl]ethanol
CID373740,C7H16S4,228.5,C(CSCCS)CSCCS,2-[3-(2-sulfanylethylsulfanyl)propylsulfanyl]ethanethiol
CID400760,C24H30O6,414.5,C1=CC(=CC=C1C(=O)O)OCCCCCCCCCCOC2=CC=C(C=C2)C(=O)O,4-[10-(4-carboxyphenoxy)decoxy]benzoic acid
CID427814,C7H10N2,122.17,C1=CC(=CC=C1CN)N,4-(aminomethyl)aniline
CID430288,C5H15N3,117.19,CN(CCN)CCN,"N'-(2-aminoethyl)-N'-methylethane-1,2-diamine"
CID432639,C8H10O3,154.16,C1C2CC3C1C(C2O)OC3=O,"2-hydroxy-4-oxatricyclo[4.2.1.03,7]nonan-5-one"
CID439352,C4H10O2S2,154.3,C(C(C(CS)O)O)S,"(2R,3S)-1,4-bis(sulfanyl)butane-2,3-diol"
CID446094,C4H10O2S2,154.3,C(C(C(CS)O)O)S,"(2S,3S)-1,4-bis(sulfanyl)butane-2,3-diol"
CID479504,C15H12O6,288.25,C1=CC(=C(C(=C1)C(=O)O)O)CC2=C(C(=CC=C2)C(=O)O)O,3-[(3-carboxy-2-hydroxyphenyl)methyl]-2-hydroxybenzoic acid
CID504243,C8H10O4,170.16,C1C=CCC(C1C(=O)O)C(=O)O,"(1R,2S)-cyclohex-4-ene-1,2-dicarboxylic acid"
CID513917,C10H12N2O6,256.21,C1C(=O)OC(=O)CN1CCN2CC(=O)OC(=O)C2,"4-[2-(2,6-dioxomorpholin-4-yl)ethyl]morpholine-2,6-dione"
CID519333,C9H12O,136.19,CCC1=CC=CC(=C1O)C,2-ethyl-6-methylphenol
CID520600,C11H22O,170.29,CCCCCCCCOCC=C,1-prop-2-enoxyoctane
CID520986,C9H7F3,172.15,C=CC1=CC(=CC=C1)C(F)(F)F,1-ethenyl-3-(trifluoromethyl)benzene
CID522062,C6H6S2,142.2,C1=CC(=CC(=C1)S)S,"benzene-1,3-dithiol"
CID534653,C8H12Cl2O2,211.08,C(CCCC(=O)Cl)CCC(=O)Cl,octanedioyl dichloride
CID534788,C5H8O3,116.11,COC(=O)OCC=C,methyl prop-2-enyl carbonate
CID543758,C10H18O,154.25,C=CCCCCCCC1CO1,2-oct-7-enyloxirane
